numobs,length,size,bcovfaulty,bcovfixed,lcovfaulty,lcovfixed,numremoved,fixedcov,Class
470.7,128,32.5,0.816981,0.816981,0.902898,0.902898,0,0.818997,no
1759.2,112.9,43.2,0.416618,0.417241,0.420609,0.420052,0,0.412123,high
3779.8,1715,207.9,0.828377,0.816443,0.854914,0.842586,0.3,0.77768,low
2891.7,846.2,76.7,0.4089,0.406239,0.592536,0.591055,0.1,0.466196,no
1091.1,182,41,0.815819,0.81746,0.875549,0.868807,0,0.869285,low
1024.9,89.7,72,0.90515,0.901266,0.975243,0.969286,0,0.948875,low
1025.7,884,89,0.789474,0.789474,0.867209,0.867209,0.3,0.816127,no
1690.6,334.4,66.2,0.713977,0.690149,0.823418,0.811013,0.5,0.750318,low
1632.5,329.4,39.2,0.458062,0.453447,0.588428,0.586636,0.1,0.484898,no
1793.9,466.1,60.3,0.716846,0.716846,0.817724,0.817724,0.8,0.766928,no
3447.5,1246.1,128.2,0.494628,0.49274,0.556784,0.556238,0.1,0.522733,no
182,46.6,5.5,0.655556,0.605263,0.764706,0.757576,0,0.691209,no
978.3,215.1,34.5,0.824359,0.824359,0.952697,0.953659,0,0.875803,no
1793.7,513.5,53.7,0.70233,0.702688,0.81466,0.815257,0.8,0.75474,no
700.4,285.8,39.6,0.877861,0.872414,0.933111,0.932482,0,0.892198,low
1730.5,461.7,55.2,0.731127,0.721154,0.830416,0.820988,0.6,0.77763,no
1280,484.3,41.7,0.659017,0.659017,0.763208,0.763208,0.1,0.685712,no
2849.8,835.3,74.3,0.389406,0.390861,0.582214,0.582642,0,0.458184,no
1464.7,741.6,101.3,0.870769,0.8645,0.966412,0.968061,5.9,0.871828,low
2015.3,447.30,197.6,NA,0.99,NA,0.98,0.00,0.875305,no
1158.2,500.40,74.5,0.83,0.83,0.97,0.96,2.00,0.894365,low
1126.1,641.50,71.1,0.83,0.84,0.96,0.97,2.40,0.902123,high
2298,813.40,174.9,0.91,0.90,0.97,0.97,2.00,0.868625,high
1497.8,330.10,54.2,0.52,0.49,0.64,0.62,0.00,0.520289,no
1439,372.80,58.2,0.56,0.56,0.69,0.69,0.00,0.576476,no
107,11.00,11,1.00,1.00,1.00,1.00,0.00,0.943925,high
390.7,225.3,34.4,0.733766,0.733766,0.791,0.791,0,0.72093,no
514,246.8,44.6,0.76413,0.775,0.825397,0.834586,0,0.760283,high
332,22.2,20.4,1,1,1,1,0,0.581024,no
276,79,12,0.92093,0.926087,0.955172,0.968965,0,0.903261,low
295,76.6,12.8,0.886364,0.896,0.934921,0.938806,0,0.913559,low
275,70.2,11.1,0.888637,0.888637,0.923438,0.936508,0,0.914545,no
276,67.9,11,0.888889,0.886364,0.925373,0.920312,0,0.913406,no
283,71.4,10.9,0.893333,0.893333,0.928787,0.929851,0,0.908481,no
1626,725.3,137.1,NA,0.739362,NA,0.769827,2.3,0.79623,no
148,33.2,5.5,0.97647,0.952381,0.982143,0.933333,0,0.844595,low
1100.7,652.4,68.1,0.852518,0.852518,0.960714,0.960714,2.7,0.902963,no
415.6,209.4,34.1,0.723377,0.723377,0.80099,0.80099,0,0.725203,no
415.7,214.6,35,0.731169,0.731169,0.815,0.816831,0,0.734194,no
1077.6,644.1,67.2,0.816912,0.822059,0.930271,0.932973,2.6,0.88863,high
77,8.1,8.1,1,1,1,1,0,0.935065,high
366.7,166.6,25.3,0.636111,0.644595,0.712766,0.71875,0,0.647127,no
242,51.3,0,0.925714,0.830769,0.957895,0.957895,0,0.841322,no
227,51,10,0.908571,0.908571,0.947368,0.947368,0,0.891189,high
745,112.1,7,0.98,0.987368,0.957895,0.973684,0,0.97557,high
432,40.7,6,0.935714,0.975,1,1,0,0.954398,low
2612.6,873,0,NA,0.658716,NA,0.736145,0,0.722001,no
2872.3,805.5,0,NA,0.986778,NA,0.996431,0.4,0.977126,no
810.9,213.4,0,NA,0.998876,NA,0.944056,0,0.97213,no
379.1,238.6,10,0.939286,0.955263,0.95,0.96875,3.8,0.944338,high
671.1,130.7,10,0.997619,0.972368,0.997183,0.997938,0,0.967365,high
140,16.1,0,1,1,1,1,0,0.971429,no
1560.7,207.4,3,0.925388,0.931282,0.975356,0.975356,0,0.922599,low
1786.9,322.8,9,0.948085,0.926244,0.985385,0.974486,1.4,0.917118,high
1616.5,451.9,8,0.958209,0.959204,0.990179,0.990179,0.2,0.944818,high
281.5,80.6,9,0.96875,0.944118,0.987879,0.963889,1.6,0.934947,high
1616.2,316.6,0,0.96802,0.963682,0.994144,0.994196,0,0.947036,no
2106,408.6,6,0.968359,0.96875,0.994595,0.994932,1.7,0.949002,low
2306.6,681.9,1,0.727513,0.727513,0.811161,0.810838,0.2,0.73528,low
1607,272.9,10,0.95736,0.964975,0.992694,0.993243,0,0.949098,high
1652.7,194.9,0,0.950282,0.940332,0.979381,0.979695,0,0.945846,no
1441,199.5,2,0.946927,0.947514,0.970732,0.970732,0,0.94143,low
3450.1,990.5,0,0.643011,0.643011,0.712876,0.712876,7.2,0.798759,no
168.3,53,6,1,1,1,1,0,0.964348,low
2887.1,1,92.1,NA,NA,NA,NA,1.4,0.621522,low
938.8,5,39.2,NA,NA,NA,NA,0.9,0.876304,low
1672.4,0,87.5,NA,NA,NA,NA,1.6,0.705272,no
2102.5,5,109.3,NA,NA,NA,NA,2.1,0.805689,low
243.1,3,39.9,0.970588,0.972222,0.970588,0.972222,0.3,0.936652,low
1309.5,10,75.7,0.916464,0.929878,0.92378,0.941212,1.3,0.769606,high
231.3,5,39.1,0.96,0.9625,0.9375,0.964706,0.7,0.930388,low
906.8,6,35.9,NA,NA,NA,NA,2.4,0.852315,low
841.3,10,42.4,0.517699,0.516296,0.408772,0.396774,2.9,0.566782,high
170,10,32,1,1,1,1,1.3,0.970588,high
969.4,8,58.5,0.882558,0.821127,0.916364,0.869375,1,0.876005,high
661.4,0,44.6,NA,0.668,NA,0.661006,3.2,0.509682,no
195.5,161.1,24.4,0.903704,0.927586,0.936364,0.981818,0.1,0.889556,high
1065.6,138.4,57.9,0.578808,0.563226,0.559836,0.554065,0.9,0.549932,no
2108.3,451.4,81.4,0.503175,0.503155,0.608832,0.608832,5.9,0.558971,no
1286.4,548.6,103.7,0.705797,0.700719,0.772376,0.76978,0,0.687263,no
239.9,66.8,11,0.533334,0.488372,0.531707,0.472341,0.6,0.525009,no
2097,476.6,82.5,0.251037,0.246322,0.29626,0.293819,5.1,0.552787,no
6526.7,1733.1,248.1,NA,0.60884,NA,0.547922,40.2,0.310113,no
84,14.3,6,0.142857,0.142857,0.16,0.16,0,0.238095,no
153.5,65.5,12.9,0.894118,0.93913,0.935714,0.957576,0.1,0.872415,high
366.1,107.2,18.1,0.564773,0.564773,0.56937,0.556482,0.2,0.877902,no
2262.7,602.6,77.4,0.269499,0.27235,0.312352,0.312352,5.4,0.586819,no
234.1,101.3,13,0.386046,0.386046,0.436508,0.436508,0,0.528529,no
98.4,57.9,7.8,0.946154,0.954248,1,0.994152,0,0.941105,low
1987.6,1034.4,177.1,0.625634,0.618407,0.570774,0.570141,31.1,0.598398,low
1278.6,244.2,64.1,0.719474,0.709794,0.814391,0.806182,0,0.712805,no
834,73.5,31,0.915217,0.915217,0.924107,0.924107,0,0.836931,no
1103.2,189.5,96.3,0.938971,0.939855,0.960909,0.960909,0,0.937362,low
1062.1,470.2,151.3,0.884677,0.884677,0.911966,0.911966,1.4,0.785097,high
335.8,54.8,11.1,0.261111,0.223809,0.124528,0.106451,0,0.168534,no
4602.3,49.7,8,0.0717126,0.0714994,0.0647266,0.0643295,0.3,0.0626209,no
4596.4,34.7,6.9,0.0645556,0.0637287,0.0529428,0.0522634,0,0.051756,no
368.3,114.9,33.1,0.514815,0.514815,0.696491,0.696491,0,0.530518,no
1022,73.7,18.7,0.0910714,0.0910714,0.112462,0.110696,0,0.109159,no
1880.1,794.6,107.4,0.231057,0.220279,0.233918,0.229687,1,0.287215,no
897.5,288.6,31.6,0.930645,0.940625,0.956383,0.969,1.1,0.952757,high
1828.2,744.5,114.1,0.244411,0.248036,0.237958,0.241818,1.2,0.314565,low
1530.7,165.6,53.4,0.222979,0.22,0.325672,0.321813,0,0.278369,high
1486.3,911.2,162.7,0.463905,0.468023,0.463821,0.470356,1,0.533667,high
3051.78,1293.22,92.4444,0.353963,0.338719,0.414182,0.397499,2.2,0.359105,high
4532.3,3100.7,400.7,0.377348,0.360828,0.39545,0.386104,4.1,0.435102,low
1776.5,811.1,105.3,0.20871,0.221951,0.216398,0.221485,1.4,0.295132,low
10952.8,3771.9,274.1,0.233973,0.233885,0.285829,0.284528,11.4,0.266873,no
2237.7,748,67,0.329195,0.348322,0.560129,0.605161,0,0.448491,high
2237,726.6,68.2,0.361487,0.359061,0.606911,0.605604,0,0.451857,no
2978.22,1331,91.7778,0.378623,0.377518,0.441402,0.436998,1.7,0.383857,no
2607.7,1385.8,245.2,0.335008,0.333439,0.383408,0.383466,10,0.669215,high
560.6,314.3,57.7,NA,0.494445,NA,0.687333,0.5,0.596073,no
553.9,318.3,57,NA,0.503704,NA,0.695918,0.8,0.586733,no
370.8,156.5,19.8,0.296552,0.261667,0.336975,0.304918,0.1,0.326535,high
1418.7,33.2,5.2,0.00662252,0.00662252,0.0474576,0.047619,0,0.0303094,no
1402.9,221,27.6,0.0135135,0.383333,0.0352941,0.445455,0,0.482329,no
3603.7,179.3,38.2,0.261257,0.261257,0.197675,0.197675,2.1,0.25937,no
6527,762.5,191.8,NA,0.316235,NA,0.325355,2.6,0.344295,no
3492.7,150.9,32.3,0.265697,0.265697,0.200773,0.200773,1.4,0.249979,no
9548.1,2747.9,419.4,NA,0.469308,NA,0.528032,1.8,0.599488,no
2811.8,1354.8,171.3,NA,NA,NA,NA,0,0.673964,no
2016.8,344.9,75.9,NA,NA,NA,NA,0.2,0.735364,high
825,206.9,82.7,NA,NA,NA,NA,2.9,0.908003,high
2156.7,535.1,118.8,NA,NA,NA,NA,0,0.697918,no
510.5,147.2,52.1,NA,NA,NA,NA,0,0.785697,no
7933.5,621.7,166.3,NA,0.318525,NA,0.266359,3.4,0.2949,no
3414.5,206.6,43.2,0.309418,0.309687,0.202725,0.202855,0,0.223277,no
193,48.2,13,0.886667,0.857639,0.813235,0.809524,0,0.797409,no
1176.5,318.1,65.2,0.906723,0.883721,0.972868,0.969403,0,0.915597,no
1864.8,581.7,123.8,NA,0.659912,NA,0.789412,2.4,0.631338,no
1457.8,829.6,86,0.94359,0.939086,0.977835,0.977835,0,0.925298,no
747.4,125.6,34.2,0.47069,0.413095,0.567059,0.578889,0.7,0.45515,high
1341.1,544.8,73.2,0.766791,0.766791,0.866071,0.866071,0.1,0.72256,low
1590.4,103.5,35.1,0.279839,0.270229,0.327397,0.321645,0,0.283343,no
437.9,31.3,19.7,0.669333,0.654546,0.752128,0.752128,0.2,0.575015,no
434,31.9,20.5,0.676,0.676,0.755319,0.755319,0,0.584101,no
2008.2,635,108.6,0.631333,0.631333,0.713442,0.713442,0.2,0.66308,no
184.2,78.2,24.3,1,0.871428,1,0.948572,0,0.840367,no
2079.8,1195.9,117.9,0.699795,0.699795,0.867647,0.867647,0.2,0.675686,no
184,54.8,10.9,0.335715,0.3,0.4,0.374359,0,0.380978,no
4252.1,1821.6,284.6,0.438429,0.447937,0.469666,0.477273,0,0.699813,high
3696.6,229.8,51.4,0.283373,0.286667,0.17832,0.179163,0,0.238892,high
477.2,82.9,28.4,0.432692,0.45,0.581159,0.552055,1.2,0.477772,no
3461,144.8,32.6,0.270869,0.270207,0.2,0.199806,2.6,0.251026,no
3210.1,1473.4,184.6,0.669617,0.539706,0.770093,0.630841,0,0.698766,no
1783.3,157.3,57.5,NA,NA,NA,NA,0.9,0.361501,low
3455,143.5,34.2,0.297426,0.297426,0.221887,0.221672,1.1,0.277134,no
1540.3,553.9,77.7,0.989928,0.990071,1,1,0,0.969487,no
5487.6,1090,126.9,0.28683,0.28683,0.249789,0.249613,1.5,0.420967,low
1909.9,1036.9,114.3,NA,NA,NA,NA,0,0.728722,no
4364.5,412,110.6,NA,0.355723,NA,0.264789,2.2,0.326015,no
195,7,3,0.0555556,0.0416667,0.104167,0.0892857,0,0.0717949,no
468.7,117,42,0.861667,0.861667,0.904464,0.904464,0.2,0.808971,no
959.6,259.1,82.4,NA,0.718705,NA,0.826904,0.9,0.724566,no
315.8,74.9,25.4,0.472414,0.415151,0.762791,0.715217,0.8,0.494696,low
188,7,3,0.117647,0.0555556,0.106383,0.104167,0,0.0744681,no
505,82.7,37.8,0.906667,0.915,0.983051,0.983051,0,0.934455,low
3647.5,231.1,48.6,0.300237,0.300237,0.173371,0.173535,0,0.249487,no
1645.9,448.6,123.3,NA,0.848205,NA,0.885463,2.6,0.912629,no
3781.2,1926.7,297.2,NA,0.714953,NA,0.768627,0.5,0.768442,no
684,65.5,17.5,NA,0.696522,NA,0.723913,0.1,0.697222,no
294.7,78.5,27.3,0.514815,0.489655,0.804878,0.772093,0.5,0.538776,low
935.5,184.3,20.9,0.695505,0.68022,0.885816,0.873427,0,0.844785,no
3605.4,201.6,51.2,0.318549,0.318549,0.191288,0.191107,0.1,0.261751,no
990.5,270.6,78.8,0.960215,0.996774,0.982105,1,2,0.974256,high
3449.9,144.5,34.5,0.296192,0.296192,0.225947,0.225947,1.8,0.274935,no
74,17.8,6.5,1,1,1,1,0,0.972973,high
5356.6,1014.9,131.6,0.259467,0.259467,0.22744,0.22744,3.2,0.424392,no
5389.6,678.7,192.7,NA,0.420061,NA,0.324297,3.8,0.454444,no
1009.7,217.1,63.6,0.837515,0.810658,0.857731,0.853195,0,0.745768,no
885,57.1,20.8,0.535172,0.552288,0.647442,0.658222,0.1,0.599984,no
803.7,58.9,21.4,NA,0.524828,NA,0.639535,0,0.576336,no
779.6,285.4,54.2,0.892694,0.868889,0.848993,0.837748,0,0.788051,no
221,25.6,12,0.828572,0.828572,0.875676,0.875676,0,0.775113,no
686.7,272,53.7,0.885417,0.896464,0.874074,0.881127,0.1,0.813168,low
1183.8,207.2,83.4,0.930814,0.90989,0.98211,0.961966,0.2,0.816855,high
221,23.2,11,0.764286,0.764286,0.823529,0.823529,0.7,0.764706,low
611,13.3,13.2,0.653061,0.659,0.794578,0.795808,0,0.705074,high
221.9,24.2,11.8,0.785714,0.785714,0.852941,0.852941,0.8,0.794988,no
2635,799.6,153,NA,0.513263,NA,0.553229,0,0.753997,no
274,318.8,48,0.370316,0.370256,0.397362,0.397297,0,0.369708,high
564,1378,83.7,0.588975,0.585841,0.644681,0.640149,0.3,0.590426,no
227,233.3,53,0.747593,0.741067,0.848586,0.845109,0,0.748458,no
1079,1066.6,89.2,0.329898,0.330213,0.415336,0.415672,0.4,0.331047,high
103,132.3,34,0.91068,0.918932,0.869625,0.872515,0,0.930097,low
21,18.7,5.8,0.563636,0.616667,0.393258,0.454545,0,0.619048,low
74,107,24.9,0.97973,0.97973,0.947619,0.947619,0,0.97973,no
83,73,25.9,0.836948,0.837349,0.899783,0.9,0,0.842168,low
163,219.7,47.7,0.740412,0.738957,0.782367,0.782428,0,0.722086,no
2,2,1,0.9,0.85,0.9,0.85,0,1,low
123,124.6,47.6,0.835215,0.83871,0.901222,0.899738,0,0.854472,high
96,61.8,19.4,0.507118,0.521875,0.58964,0.593513,0,0.521875,low
122,33.9,9.1,0.489344,0.489344,0.516818,0.516818,0.2,0.49918,no
1629,2190.9,184.9,0.421515,0.42081,0.516561,0.516134,1.1,0.42965,high
392,467,92.7,0.46735,0.467219,0.496629,0.498361,0.1,0.385459,high
137,150.3,46.1,0.756204,0.759854,0.787912,0.790659,0,0.712409,high
161,196.4,47.3,0.707868,0.706832,0.747942,0.746739,0,0.686335,high
157,145,45.9,0.868928,0.862102,0.915541,0.913019,0,0.879618,high
677,1140.4,88.8,0.535419,0.537256,0.643467,0.645877,0.5,0.537371,high
13,17.1,5.4,0.923077,0.923077,0.894737,0.894737,0,0.923077,no
99,51.6,18.9,0.346878,0.295454,0.363476,0.327717,0,0.295959,no
87,78.4,21.4,0.830736,0.80977,0.914359,0.903125,0,0.860919,high
73,49.1,18.9,0.359799,0.361644,0.376087,0.377055,0.2,0.367123,low
15,19.4,8.2,0.968889,0.966667,0.931884,0.919565,0,0.993333,low
97,34.5,7.5,0.120727,0.113918,0.139122,0.134444,0,0.114433,no
172,178.2,38.7,0.500217,0.496447,0.596639,0.59399,0,0.498256,no
311,4.5,1.2,0.022605,0.022508,0.448361,0.0565714,0.1,0.0228296,no
1052,16,2.7,0.033217,0.0331749,0.0256305,0.0255778,0,0.0348859,no
141,17.5,4,0.0368098,0.0359281,0.0526316,0.0519481,0,0.035461,no
96,63.5,12.6,0.420619,0.420619,0.632203,0.632203,0.1,0.417708,no
123,4.6,1,0.0222812,0.0220472,0.0354772,0.0351851,0,0.0154472,no
218,14.1,3.3,0.019242,0.0201835,0.0566303,0.057346,0,0.0201835,no
162,276.9,23.4,0.344033,0.34321,0.382573,0.380247,1.5,0.374692,low
62,5.9,1.4,0.134427,0.130159,0.199138,0.197436,0.4,0.12258,no
51,18.1,6.6,0.544231,0.544231,0.542969,0.546512,0,0.535294,no
2707,555.9,95.7,0.377454,0.378192,0.319808,0.320621,0.1,0.377798,no
1022,14.6,2.6,0.0204945,0.0205479,0.026379,0.0264368,0,0.0223092,no
81,8.7,3.8,0.08625,0.0841464,0.0746939,0.0717647,0,0.0839507,no
49,30.9,3.3,0.678,0.678,0.8125,0.8125,0,0.671429,no
409,47.4,11,0.247101,0.247101,0.208267,0.208267,0,0.289731,no
124,17,3.8,0.0370137,0.0366667,0.0451998,0.0447552,0,0.0403226,no
140,9.5,1.6,0.148936,0.148936,0.210281,0.207182,0.1,0.144286,no
734,13.7,3.1,0.0626927,0.0624661,0.125994,0.125637,0,0.0618529,no
565,337.5,62.6,0.339696,0.340813,0.41696,0.41696,0.6,0.313274,no
162,244.5,22.6,0.32875,0.330247,0.36478,0.3625,1.8,0.361729,no
615,50.7,10.3,0.0584288,0.0580488,0.02526,0.02526,0.1,0.056748,no
45,34,5.6,0.422905,0.557778,0.535981,0.576562,0,0.562222,no
45,30.7,5.3,0.299015,0.425555,0.408558,0.460156,0,0.453334,high
1089,17,3.3,0.113638,0.113499,0.0203364,0.0202744,0,0.113499,no
120,10.4,1.7,0.169014,0.165289,0.231757,0.231757,0,0.158333,no
655,4.7,2.1,0.00289487,0.00290077,0.00387848,0.00388349,0.2,0.00320611,no
51,25.6,7.2,0.536,0.526923,0.567611,0.550588,0,0.517647,no
377,178.2,66.7,0.711042,0.710847,0.724593,0.727027,0,0.712732,low
11,1.5,1.2,0.484224,0.458334,0.510655,0.484,0,0.5,low
121,4.6,1,0.0235294,0.0224,0.0372549,0.035625,0,0.0157025,no
299,25.2,7.4,0.0391305,0.0388889,0.047079,0.0456081,0,0.0367893,high
542,279.4,64,0.379179,0.380111,0.444683,0.444683,0.3,0.347048,no
753,98.2,14,0.141035,0.139788,0.153816,0.152737,2.4,0.163081,no
197,330.1,22.5,0.574106,0.575127,0.700332,0.701238,0.7,0.582741,low
891,57.1,32.4,0.11348,0.113311,0.147978,0.148228,0,0.096184,no
665,6.3,2.1,0.0026799,0.00270677,0.00415094,0.00419848,0.5,0.00345865,no
254,13.3,2.6,0.043807,0.0435798,0.0546243,0.0543104,0,0.0330709,no
702,308.1,32.7,0.393349,0.392674,0.310975,0.310014,1.5,0.294302,no
88,6,6,0.103846,0.102273,0.0185185,0.0185185,0,0.102273,no
187,199.8,30.2,0.667993,0.664171,0.793684,0.793684,0.4,0.666845,low
510,21.5,3.6,0.170467,0.170906,0.213692,0.21392,0,0.158039,no
261,92.2,15.6,0.16817,0.169318,0.255,0.255634,0,0.171264,no
564,71.8,7.7,0.23532,0.235044,0.161009,0.160728,1.3,0.241844,no
702,6.7,2.1,0.0287081,0.029745,0.0631422,0.0630498,0,0.0301994,no
86,6,6,0.108,0.104651,0.0189274,0.0186916,0,0.104651,no
307,7.9,1.6,0.0251908,0.0250814,0.0685131,0.068116,0.2,0.0257329,no
74,89.8,11.1,0.628571,0.672973,0.805054,0.852873,0,0.672973,no
224,33.5,14,0.12009,0.118667,0.129043,0.128197,0,0.0879464,no
684,10.4,2.2,0.0553398,0.0552325,0.117549,0.117195,0,0.0543859,no
138,65.9,18.5,0.485577,0.495714,0.508801,0.505,0,0.488406,high
259,4.6,1,0.00788436,0.00772201,0.00692042,0.00687285,0,0.00772201,no
82,6,6,0.11157,0.109756,0.0190476,0.0190476,0,0.109756,no
736,41.5,22.5,0.105898,0.106182,0.173126,0.17276,0,0.106522,low
125,6.1,1,0.0237342,0.0232558,0.0395517,0.0392157,0,0.016,no
980,549.4,56.7,0.246339,0.247154,0.326821,0.327385,2.4,0.260408,low
97,8.9,2,0.454545,0.454902,0.515384,0.515384,0,0.426804,no
78,81.8,29.7,0.948684,0.95,0.935114,0.93609,0,0.95,high
117,134.6,19.5,0.211816,0.209402,0.312295,0.312295,0.9,0.217094,no
84,3.8,1,0.0303502,0.0298851,0.0240418,0.0237114,0,0.0273809,no
467,237.7,66.3,0.436925,0.43547,0.526345,0.526345,0.1,0.390792,no
2430,714.2,129.7,0.432619,0.432278,0.421825,0.420787,0.1,0.433539,no
2426,489,76.9,0.344365,0.343987,0.308165,0.307152,0,0.343528,no
39,30.5,7.5,0.7,0.7,0.815152,0.815152,0,0.694872,no
39,32,8.2,0.72,0.72,0.845455,0.845455,0,0.717949,no
457,244.7,69.6,0.487116,0.485153,0.569448,0.569448,0.4,0.4407,no
734,59.5,20.4,0.360899,0.360899,0.270384,0.270384,0,0.156403,no
989,14,2.2,0.0176946,0.0176946,0.0188867,0.0188405,0,0.0196157,no
175,60.1,16.5,0.301132,0.298877,0.486207,0.486207,0,0.288,no
723,132.1,21.6,0.187692,0.188613,0.198748,0.200799,1.9,0.198202,no
989,52.7,4.2,0.0906626,0.0899899,0.0450167,0.0449112,0,0.0915066,no
663,18.5,3.9,0.0802099,0.0802099,0.144462,0.144462,0,0.0788839,no
230,10.8,1.7,0.0334783,0.0330434,0.0794872,0.0794872,0,0.0330434,no
130,24.9,5.7,0.146512,0.144275,0.172,0.176616,0,0.137693,no
732,121,21.3,0.356148,0.357445,0.252107,0.256599,0.1,0.251776,low
1155,27.3,3.1,0.149434,0.148745,0.0178064,0.0194445,0,0.148745,no
2399,469.4,72.2,0.335769,0.33586,0.305627,0.305948,0,0.335598,no
166,8,1.9,0.0357447,0.033735,0.0610294,0.0560811,0,0.0277109,no
718,63.2,17.5,0.352791,0.353064,0.245209,0.244894,0,0.147075,no
1103,38.8,5.1,0.152312,0.152312,0.021729,0.0217696,0.1,0.161015,no
303,46.9,9,0.180392,0.180392,0.211844,0.211309,0,0.182178,no
2402,571.7,80,0.347463,0.347463,0.313913,0.313913,0.1,0.347127,no
541,66,9.66667,0.198193,0.197872,0.15746,0.157828,1,0.200041,low
230,894.6,54.8,0.810965,0.808696,0.86,0.86,0.4,0.805217,no
50,30.6,5.5,0.401961,0.407843,0.644525,0.643166,0.6,0.408,no
523,31.4,4.8,0.128683,0.125905,0.0860266,0.0849019,1.8,0.172658,no
68,19.9,4,0.155238,0.155882,0.263158,0.271642,0,0.155882,no
2051,396.2,57.1,0.317876,0.317584,0.281531,0.281381,0.1,0.317796,no
374,8,2.9,0.0479129,0.0470588,0.0213934,0.0211165,0,0.044385,no
124,9.1,2,0.0455952,0.0443549,0.0747968,0.0720339,0,0.0362903,no
642,105.1,28.5,0.15109,0.150621,0.228125,0.227414,1.7,0.14595,no
547,812.8,62.5,0.453467,0.453636,0.574909,0.57646,1.6,0.46234,no
75,29.2,2.8,0.1,0.0893333,0.232558,0.208333,0,0.0893333,no
282,18.8,2.9,0.0822695,0.0822695,0.126879,0.126879,0,0.0822695,no
282,16.7,3,0.0858156,0.0858156,0.130347,0.130347,0,0.0858156,no
1966,588.4,87.8,0.416531,0.415244,0.399176,0.39852,0.1,0.415158,no
538,9.8,1.9,0.0730337,0.0726938,0.130798,0.130203,0,0.0713754,no
915,24.7,3.2,0.0673511,0.0605465,0.0410848,0.0405455,0,0.0624045,no
761,66.9,10.5,0.168331,0.168331,0.0386908,0.0386408,0,0.168331,no
181,104.5,19.9,0.294275,0.281319,0.486892,0.472436,0,0.271823,no
63,21.2,2.4,0.116022,0.111111,0.24,0.232558,0,0.111111,no
57,25.2,3,0.146939,0.126316,0.256097,0.244186,0,0.126316,no
36,19.9,5.5,0.348696,0.343243,0.646459,0.644445,0.8,0.35,no
153,53.3,6.6,0.148602,0.17871,0.231599,0.273988,0,0.167974,no
688,62.8,9.6,0.173832,0.173458,0.151721,0.151143,0,0.172093,no
131,500.7,36.3,0.789822,0.817557,0.898732,0.916576,1,0.830534,low
928,138.9,14,0.0387931,0.0387931,0.0494373,0.0494015,0,0.0389009,no
550,340.4,89.9,0.361366,0.36087,0.536943,0.534662,1,0.362,low
94,29.1,4.9,0.35625,0.35625,0.538043,0.536585,1,0.357447,no
173,6.7,1.2,0.0618678,0.0609196,0.112373,0.114286,0,0.0554912,no
862,145,18.1,0.162842,0.162689,0.201691,0.201371,4,0.182019,no
883.2,1457.6,114.7,0.259018,0.256998,0.332661,0.328382,3.8,0.468696,no
72,6.8,1,0.205991,0.204109,0.134483,0.134483,0,0.206944,no
771,4,2,0.00220976,0.00220493,0.0016663,0.00166389,0.3,0.00259403,no
352,23.2,3.8,0.0554286,0.0551137,0.0878465,0.0878465,0,0.0721592,no
565,11,2.6,0.0652916,0.0649826,0.113182,0.113063,0,0.0580531,no
250,46.4,4,0.0372093,0.0384,0.0615094,0.0634241,0,0.0148,no
258,28.1,3.6,0.0488,0.0472868,0.0782102,0.0758491,0,0.024031,no
222,22.5,4.3,0.0351351,0.0351351,0.0860465,0.0860465,0,0.0351351,no
373,14.2,3.5,0.0184164,0.0183511,0.0242845,0.0242053,0,0.0201073,no
497,85.1,21.2,0.117616,0.118237,0.219824,0.219824,0.9,0.1167,no
198,91.4,24.8,0.219056,0.217588,0.39,0.388587,0,0.231313,no
260,9.6,2.1,0.0353393,0.034981,0.0459915,0.0459915,0,0.0257692,no
656,55.9,6.4,0.126738,0.126636,0.136732,0.136639,0.9,0.129726,no
776,105.1,17.2,0.233848,0.233848,0.186258,0.186258,0,0.184794,no
89,5.3,1,0.0365369,0.035955,0.0608679,0.060274,0,0.035955,no
1106,13.5,2.3,0.00189931,0.00189702,0.0217514,0.0217514,0,0.00352622,no
76,12,2.6,0.186206,0.189474,0.140816,0.14375,0,0.189474,no
85,3.8,1,0.0363636,0.0337209,0.0811927,0.0769737,0,0.0352941,no
770,119.6,19,0.28259,0.282101,0.199776,0.20067,0.2,0.234026,no
59,12,3.1,0.263584,0.257627,0.340838,0.333846,0,0.257627,no
275,5.7,1.8,0.0160779,0.016,0.0324074,0.0324074,0,0.016,no
311,96.4,96.3,0.765838,0.767524,0.825455,0.825455,0,0.771061,low
621,35,9.5,0.054457,0.0541063,0.0245171,0.0245171,0,0.052496,no
800,174.6,20.8,0.196629,0.196629,0.226161,0.226714,3.7,0.206125,no
371,141.4,107.5,0.846069,0.847439,0.940336,0.9425,0,0.847439,low
81,30.8,25.5,0.779079,0.782716,0.833074,0.835632,0,0.624692,no
359,136.7,102.3,0.819083,0.817827,0.930726,0.932113,0,0.817827,no
14,28.8,4.4,1,1,0.995833,0.995833,0,1,no
79,30,23.4,0.772249,0.76076,0.831718,0.815294,0,0.601266,low
15,16.4,6.5,1,1,0.920689,0.920689,0,1,no
387,164.9,120,0.824979,0.825581,0.925185,0.925278,0,0.828682,high
354,189.3,52,0.733993,0.731638,0.73914,0.736613,0,0.729096,low
353,123.6,35.2,0.689384,0.653683,0.705516,0.660971,0,0.706799,high
351,114.9,32.1,0.759661,0.75057,0.789958,0.775532,0,0.723932,no
